25,3,6,1
74,5,8,2
75,5,8,2
69,5,8,1
65,5,8,1
74,5,8,1
67,5,8,2
74,5,8,1
66,5,8,1
61,5,8,2
64,5,8,2
67,5,8,2
61,5,8,1
76,5,8,2
65,5,8,1
61,5,8,1
79,5,8,1
71,5,8,2
68,5,8,2
73,5,8,2
68,5,8,2
77,5,8,2
75,5,8,2
80,5,8,2
76,5,8,2
72,5,8,2
61,5,8,1
74,5,8,1
79,5,8,2
77,5,8,2
64,5,8,2
80,5,8,1
65,5,8,2
79,5,8,2
74,5,8,1
78,5,8,1
76,5,8,2
69,5,8,1
64,5,8,2
74,5,8,1
61,5,8,1
74,5,8,2
66,5,8,2
65,5,8,1
74,5,8,1
77,5,8,2
74,6,10,1
77,6,10,2
74,6,10,1
67,6,10,1
62,6,10,1
68,6,10,2
63,6,10,1
69,6,10,1
78,6,10,2
75,6,10,1
76,6,10,2
78,6,10,1
61,6,10,1
75,6,10,1
77,6,10,2
79,6,10,1
78,6,10,1
65,6,10,1
72,6,10,2
75,6,10,1
64,6,10,2
74,6,10,1
78,6,10,1
71,6,10,1
62,6,10,1
67,6,10,2
74,6,10,2
74,6,10,1
64,6,10,2
67,6,10,1
79,6,10,2
75,6,10,1
69,6,10,1
66,6,10,2
62,6,10,1
74,6,10,2
62,6,10,1
62,6,10,1
76,6,10,1
78,6,10,1
67,6,10,1
66,6,10,2
77,6,10,2
79,6,10,1
78,6,10,1
62,4,5,1
61,4,5,1
63,4,5,1
72,4,5,2
75,4,5,2
72,4,5,2
72,4,5,2
69,4,5,2
69,4,5,1
78,4,5,1
80,4,5,2
61,4,5,1
73,4,5,2
74,4,5,1
78,4,5,2
64,4,5,2
69,4,5,1
75,4,5,2
73,4,5,2
72,4,5,2
77,4,5,2
63,4,5,2
63,4,5,1
71,4,5,1
75,4,5,2
61,4,5,1
67,4,5,1
78,4,5,1
78,4,5,1
79,4,5,2
74,4,5,1
64,4,5,1
69,4,5,1
65,4,5,1
68,4,5,2
73,4,5,2
68,4,5,2
65,4,5,1
74,4,5,1
73,4,5,2
80,4,5,1
73,4,5,1
76,4,5,1
61,4,5,1
77,4,5,2
72,2,14,2
62,2,14,2
73,2,14,2
62,2,14,2
69,2,14,1
70,2,14,2
71,2,14,2
69,2,14,1
78,2,14,1
62,2,14,2
61,2,14,2
63,2,14,2
79,2,14,2
61,2,14,2
77,2,14,1
75,2,14,1
66,2,14,2
77,2,14,2
70,2,14,2
71,2,14,2
70,2,14,2
79,2,14,1
71,2,14,2
80,2,14,2
79,2,14,2
77,2,14,2
63,2,14,2
73,2,14,2
61,2,14,2
75,2,14,2
69,2,14,2
67,2,14,2
73,2,14,2
61,2,14,2
79,2,14,2
80,2,14,2
72,2,14,1
74,2,14,1
80,2,14,1
76,2,14,2
63,2,14,1
66,2,14,1
67,2,14,1
69,2,14,2
65,2,14,2
62,2,8,2
71,2,8,1
62,2,8,2
65,2,8,2
80,2,8,1
67,2,8,2
74,2,8,1
67,2,8,2
80,2,8,1
74,2,8,1
72,2,8,2
72,2,8,2
61,2,8,2
66,2,8,2
78,2,8,1
64,2,8,2
75,2,8,2
66,2,8,2
66,2,8,2
74,2,8,1
79,2,8,2
76,2,8,2
64,2,8,2
63,2,8,2
71,2,8,2
75,2,8,2
80,2,8,2
80,2,8,2
67,2,8,2
74,2,8,2
75,2,8,2
68,2,8,2
73,2,8,2
79,2,8,2
69,2,8,2
74,2,8,2
79,2,8,2
69,2,8,2
79,2,8,2
70,2,8,2
73,2,8,2
65,2,8,2
65,2,8,1
78,2,8,1
61,2,8,2
63,5,12,2
64,5,12,2
71,5,12,2
64,5,12,1
78,5,12,2
61,5,12,1
76,5,12,2
68,5,12,2
64,5,12,1
63,5,12,1
75,5,12,1
72,5,12,1
67,5,12,1
69,5,12,1
62,5,12,1
80,5,12,2
75,5,12,1
64,5,12,1
66,5,12,1
67,5,12,2
76,5,12,1
68,5,12,2
68,5,12,1
70,5,12,2
68,5,12,1
66,5,12,2
66,5,12,1
72,5,12,1
61,5,12,1
73,5,12,1
66,5,12,1
77,5,12,1
78,5,12,1
67,5,12,1
76,5,12,1
67,5,12,2
68,5,12,1
77,5,12,1
71,5,12,1
76,5,12,2
72,5,12,1
63,5,12,1
68,5,12,2
64,5,12,1
79,5,12,1
62,4,13,1
64,4,13,1
73,4,13,1
69,4,13,1
64,4,13,2
76,4,13,2
75,4,13,1
66,4,13,2
73,4,13,2
68,4,13,1
62,4,13,1
74,4,13,1
77,4,13,1
62,4,13,1
79,4,13,2
72,4,13,2
76,4,13,2
75,4,13,1
67,4,13,1
77,4,13,2
64,4,13,2
67,4,13,1
68,4,13,1
74,4,13,1
66,4,13,1
75,4,13,1
79,4,13,2
62,4,13,2
74,4,13,1
64,4,13,2
62,4,13,1
76,4,13,2
76,4,13,2
69,4,13,1
66,4,13,1
76,4,13,2
72,4,13,1
62,4,13,1
77,4,13,1
62,4,13,1
80,4,13,2
67,4,13,1
75,4,13,2
70,4,13,1
80,4,13,1
70,2,11,2
69,2,11,2
79,2,11,2
79,2,11,1
71,2,11,2
69,2,11,2
66,2,11,2
77,2,11,1
71,2,11,1
68,2,11,1
65,2,11,2
61,2,11,2
64,2,11,2
61,2,11,2
80,2,11,2
78,2,11,2
72,2,11,1
66,2,11,2
64,2,11,2
62,2,11,2
74,2,11,2
66,2,11,1
75,2,11,2
77,2,11,2
63,2,11,2
63,2,11,2
69,2,11,2
72,2,11,1
79,2,11,1
66,2,11,2
76,2,11,2
63,2,11,2
68,2,11,2
75,2,11,1
64,2,11,2
64,2,11,2
67,2,11,2
75,2,11,1
77,2,11,1
72,2,11,2
71,2,11,2
72,2,11,1
61,2,11,2
70,2,11,2
75,2,11,2
69,1,9,2
75,1,9,2
61,1,9,2
66,1,9,2
65,1,9,1
